osm_id,osm_type,brand,name,lat,lon,addr_street,addr_city,addr_state,addr_postcode,phone,website,opening_hours,shop_type
923907406,node,Walmart,Walmart,28.5049889,-81.3127831,South Semoran Boulevard,Orlando,FL,32822,+1 407-277-4314,https://www.walmart.com/store/1084-orlando-fl,Mo-Su 06:00-23:00,department_store
923988599,node,Walmart,Walmart Supercenter,28.4476066,-81.4245731,South John Young Parkway,Orlando,FL,32819,+1-407-354-5665,https://www.walmart.com/store/908-orlando-fl,Mo-Su 06:00-23:00,supermarket
928693137,node,Walmart,Walmart Supercenter,33.9371231,-117.4553945,Van Buren Boulevard,Riverside,CA,92503,+1 951-689-4595,https://www.walmart.com/store/2028-riverside-ca,Mo-Su 06:00-24:00,supermarket
942330578,node,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,Colonial West Drive,Orlando,FL,32818,+1-407-522-4552,https://www.walmart.com/store/4425-orlando-fl,Mo-Su 06:00-24:00,supermarket
942330597,node,Walmart,Walmart Supercenter,28.4738291,-81.2869368,South Goldenrod Road,Orlando,FL,32822,+1-407-382-8880,https://www.walmart.com/store/3782-orlando-fl,24/7,supermarket
942330606,node,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,Clarcona Ocoee Road,Orlando,FL,32810,+1-407-294-7276,https://www.walmart.com/store/4211-orlando-fl,Mo-Su 06:00-23:00,supermarket
942330624,node,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,Red Bug Lake Road,Winter Springs,FL,32708,+1-407-699-7050,https://www.walmart.com/store/5132-winter-springs-fl,Mo-Su 06:00-24:00,supermarket
975949652,node,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,,,,,https://www.walmart.com/store/1991-bloomington-in/pharmacy,,
976688098,node,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,,,,,https://www.walmart.com/store/4438-saratoga-springs-ut/pharmacy,,
990538224,node,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,,,,,https://www.walmart.com/store/2054-jackson-ca/pharmacy,,
1060171071,node,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,,,,,,,garden_centre
1071334578,node,Walmart,Walmart Pharmacy,37.604394,-122.0670694,Union Landing Boulevard,Union City,,94587,,https://www.walmart.com/store/2031-union-city-ca/pharmacy,"Mo-Fr 09:00-21:00, Sa 09:00-19:00, Su 09:00-18:00",
1119607136,node,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,,,,,https://www.walmart.com/store/2782-mountain-home-id/pharmacy,,
1145036513,node,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,,,,,,,garden_centre
1196594073,node,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,Pauline Whitaker Parkway,Rogers,AR,72758,+1 479-254-1004,https://www.walmart.com/store/5837-rogers-ar,Mo-Su 06:00-24:00,supermarket
1213602538,node,Walmart,Walmart Pharmacy,28.1715235,-80.6737717,,,,,,https://www.walmart.com/store/5365-melbourne-fl/pharmacy,,
1225571838,node,Walmart,Walmart Pharmacy,41.4149976,-80.3592983,,,,,,https://www.walmart.com/store/2674-greenville-pa/pharmacy,,
1260968921,node,Walmart,Walmart Pharmacy,42.9784794,-84.5392487,,,,,,https://www.walmart.com/store/1423-saint-johns-mi/pharmacy,,
1287843848,node,Walmart,Walmart Supercentre,43.115426,-80.7332286,,,,,,https://www.walmart.ca/en/stores-near-me/woodstock-ontario-3120,,supermarket
1291294112,node,Walmart,Walmart Pharmacy,41.5584348,-93.7969025,Stagecoach Drive,West Des Moines,,50266,,,,
1291302655,node,Walmart,Walmart Pharmacy,41.5963812,-93.7141306,,,,,,https://www.walmart.com/store/1764-windsor-heights-ia/pharmacy,,
1325902227,node,Walmart,Walmart Supercenter,34.1932716,-79.821662,North Beltline Drive,Florence,SC,29501,+1 843-664-2020,https://www.walmart.com/store/630-florence-sc,24/7,supermarket
1352105032,node,Walmart,Walmart Supercentre,44.0665889,-79.4858061,,,,,,https://www.walmart.ca/en/stores-near-me/newmarket-ontario-3062,,supermarket
1360686805,node,Walmart,Walmart Garden Center,34.4394634,-85.7619322,,,,,,,,garden_centre
1360686827,node,Walmart,Walmart Pharmacy,34.4396942,-85.7618217,,,,,,https://www.walmart.com/store/691-fort-payne-al/pharmacy,,
1402821191,node,Walmart,Walmart,25.691133,-100.240056,,,,,,,,department_store
1436515475,node,Walmart,Walmart Pharmacy,31.9517851,-95.2662438,,,,,,https://www.walmart.com/store/180-jacksonville-tx/pharmacy,,
1446005420,node,Walmart,Walmart,33.1357328,-117.1234722,Center Drive,San Marcos,CA,92069,+1 760-233-8009,https://www.walmart.com/store/3494-san-marcos-ca,Mo-Su 07:00-23:00,department_store
1486341995,node,Walmart,Walmart Pharmacy,38.9126521,-92.3241883,,,,,,https://www.walmart.com/store/451-columbia-mo/pharmacy,,
1488216815,node,Walmart,Walmart,28.7057617,-100.5269644,,,,,,,,department_store
1498064629,node,Walmart,Walmart Pharmacy,43.5170425,-96.7732535,,,,,,https://www.walmart.com/store/1535-sioux-falls-sd/pharmacy,,
1498095630,node,Walmart,Walmart Pharmacy,43.5415957,-96.6592813,,,,,,https://www.walmart.com/store/3237-sioux-falls-sd/pharmacy,,
1506773277,node,Walmart,Walmart Garden Center,44.3428304,-69.790869,,,,,,https://www.walmart.com/store/2046-augusta-me,,garden_centre
1513006669,node,Walmart,Walmart,34.1881762,-118.62528,Fallbrook Avenue,West Hills,CA,91307,+1 818-719-8602,https://www.walmart.com/store/5152-west-hills-ca,Mo-Su 07:00-23:00,department_store
1548069637,node,Walmart,Walmart,25.639026,-100.316086,,,,,,,,department_store
1557313377,node,Walmart,Walmart,45.4219818,-71.8703862,,,,,,https://www.walmart.ca/en/stores-near-me/sherbrooke-e-1172,,department_store
1568043706,node,Walmart,Walmart Pharmacy,29.2345744,-99.754337,,,,,,https://www.walmart.com/store/782-uvalde-tx/pharmacy,,
1572165361,node,Walmart,Walmart Neighborhood Market,36.2766628,-95.8288322,East 86th Street North,Owasso,OK,74055,+1 918-274-0030,https://www.walmart.com/store/5840-owasso-ok,Mo-Su 06:00-24:00,supermarket
1572272085,node,Walmart,Walmart Supercenter,34.2200752,-119.1615129,North Rose Avenue,Oxnard,CA,93036,+1 805-981-4884,https://www.walmart.com/store/2032-oxnard-ca,Mo-Su 06:00-23:00,supermarket
1580331719,node,Walmart,Walmart Neighborhood Market,38.0046142,-84.5719126,Palomar Centre Drive,Lexington,KY,40513,+1 859-224-0840,https://www.walmart.com/store/4607-lexington-ky,Mo-Su 06:00-24:00,supermarket
1590291190,node,Walmart,Walmart Pharmacy,39.8441366,-75.0914689,Clements Bridge Rd,Deptford,NJ,08096,+1-856-384-3211,https://www.walmart.com/store/3422-deptford-nj/pharmacy,24/7,
1619383827,node,Walmart,Walmart,25.7687864,-100.269834,,,,,,,,department_store
1620345458,node,Walmart,Walmart Supercenter,33.703645,-116.281073,US Highway 111,La Quinta,CA,92253,+1 760-564-3313,https://www.walmart.com/store/1805-la-quinta-ca,Mo-Su 06:00-24:00,supermarket
1622190475,node,Walmart,Walmart Pharmacy,34.9982794,-101.9223925,,,,,,https://www.walmart.com/store/793-canyon-tx/pharmacy,,
1633382380,node,Walmart,Walmart Supercenter,26.9327295,-80.1283861,West Indiantown Road,Jupiter,FL,33458,+1 561-746-6422,https://www.walmart.com/store/2176-jupiter-fl,24/7,supermarket
1664410430,node,Walmart,Walmart Neighborhood Market,32.3510344,-110.9769807,North Oracle Road,Oro Valley,AZ,85704,+1 520-469-9556,https://www.walmart.com/store/4264/oro-valley-az/,Mo-Su 06:00-23:00,supermarket
1691271315,node,Walmart,Walmart Supercenter,34.2316002,-83.8745558,Mundy Mill Road,Oakwood,GA,30566,+1 770-535-6543,https://www.walmart.com/store/3627-oakwood-ga,06:00-23:00,supermarket
1699963079,node,Walmart,Walmart Garden Center,36.0645642,-115.248159,,,,,,,,garden_centre
1740790505,node,Walmart,Walmart Supercenter,33.347786,-86.619238,Highway 280,Chelsea,AL,35043,+1 205-678-2222,https://www.walmart.com/store/4330-chelsea-al,24/7,supermarket
1798140842,node,Walmart,Walmart Supercenter,39.7681691,-76.6681529,Shrewsbury Commons Avenue,Shrewsbury,PA,17361,+1 717-235-6363,https://www.walmart.com/store/2519-shrewsbury-pa,24/7,supermarket
1802243527,node,Walmart,Walmart Pharmacy,29.5181857,-98.6329936,,,,,,https://www.walmart.com/store/5146-san-antonio-tx/pharmacy,,
1816864892,node,Walmart,Walmart,35.6124485,-120.6816742,Niblick Road,Paso Robles,CA,93446,+1 805-238-1212,https://www.walmart.com/store/2099-paso-robles-ca,Mo-Su 07:00-22:00,department_store
1817982332,node,Walmart,Walmart Supercenter,28.7596553,-81.2817262,South Orlando Drive,Sanford,FL,32773,+1 407-321-1371,https://www.walmart.com/store/857-sanford-fl,24/7,supermarket
1843349107,node,Walmart,Walmart Supercentre,48.523683,-71.649829,Avenue du Pont sud,Alma,,,,https://www.walmart.ca/en/stores-near-me/alma-qc-5795,,supermarket
1911212719,node,Walmart,Walmart Garden Center,41.2319944,-96.1981294,Wright Street,,,68130,,,,garden_centre
1911212724,node,Walmart,Walmart Pharmacy,41.2311937,-96.1993962,Wright Street,Omaha,NE,68130,,https://www.walmart.com/store/3267-omaha-ne/pharmacy,Mo-Sa 09:00-19:00; Su 10:00-18:00,
1930898702,node,Walmart,Walmart Neighborhood Market,26.2160328,-80.1082105,South Federal Highway,Pompano Beach,FL,33062,+1 954-781-8774,https://www.walmart.com/store/4617-pompano-beach-fl,Mo-Su 06:00-24:00,supermarket
1940980318,node,Walmart,Walmart,45.4451219,-73.7429327,,,,,,https://www.walmart.ca/en/stores-near-me/montreal-dorval-1140,,department_store
1983068176,node,Walmart,Walmart Supercentre,43.4701267,-80.5161482,Bridgeport Road East,Waterloo,,N2J 2J9,+1-519-746-1378,https://www.walmart.ca/en/stores-near-me/waterloo-centre-1156,Mo-Su 07:00-23:00,supermarket
2014276688,node,Walmart,Walmart Pharmacy,41.1558506,-81.2996488,,,,,,https://www.walmart.com/store/2506-ravenna-oh/pharmacy,,
2014276876,node,Walmart,Walmart Garden Center,41.1566503,-81.2995845,,,,,,,,garden_centre
2015697704,node,Walmart,Walmart,41.7192177,-71.4790758,Bald Hill Road,Warwick,RI,02886,+1 401-821-1766,https://www.walmart.com/store/2747-warwick-ri,Mo-Su 07:00-24:00,department_store
2019135429,node,Walmart,Walmart Neighborhood Market,27.8919255,-82.319597,Bloomingdale Avenue,Riverview,FL,33578,+1 813-261-3596,https://www.walmart.com/store/5622-riverview-fl,Mo-Su 06:00-24:00,supermarket
2025895411,node,Walmart,Walmart Pharmacy,39.6905922,-104.889003,South Parker Road,,,80231,,https://www.walmart.com/store/3128-denver-co/pharmacy,,
2035836721,node,Walmart,Walmart Pharmacy,34.6936383,-118.173473,,,,,,https://www.walmart.com/store/1563-lancaster-ca/pharmacy,,
2055381757,node,Walmart,Walmart Garden Center,40.849433,-96.6022653,North 85th Street,Lincoln,NE,68507,,,,garden_centre
2055381846,node,Walmart,Walmart Pharmacy,40.8482339,-96.6022627,North 85th Street,Lincoln,NE,68507,+1-402-466-0095,https://www.walmart.com/store/3823-lincoln-ne/pharmacy,Mo-Sa 09:00-19:00; Su 10:00-18:00,
2059034321,node,Walmart,Walmart Pharmacy,40.7363529,-96.59957,Andermatt Drive,Lincoln,NE,68526,,https://www.walmart.com/store/3278-lincoln-ne/pharmacy,,
2074003900,node,Walmart,Walmart Garden Center,33.6515057,-112.234679,North 83rd Avenue,Glendale,AZ,85308,,,,garden_centre
2078336136,node,Walmart,Walmart Pharmacy,40.8578324,-96.6779883,North 27th Street,Lincoln,NE,68504,,https://www.walmart.com/store/1943-lincoln-ne/pharmacy,,
2088856905,node,Walmart,Walmart Pharmacy,40.0223756,-75.6332941,Indian Run Street,Exton,PA,19341,+1 484-875-9587,https://www.walmart.com/store/2167-exton-pa/pharmacy,Mo-Sa 09:00-19:00; Su 10:00-18:00,
2112873160,node,Walmart,Walmart Pharmacy,34.8098008,-92.4864906,Cantrell Road,,,72223,,https://www.walmart.com/store/5244-little-rock-ar/pharmacy,,
2140731742,node,Walmart,Walmart Neighborhood Market,34.9481768,-120.45276,South Blosser Road,Santa Maria,CA,93458,+1 805-863-9145,https://www.walmart.com/store/5659-santa-maria-ca,Mo-Su 06:00-24:00,supermarket
2143267739,node,Walmart,Walmart Pharmacy,46.8176035,-92.1845754,,,,,,https://www.walmart.com/store/1757-hermantown-mn/pharmacy,,
2143349198,node,Walmart,Walmart Supercenter,40.4618789,-74.4663188,US Route 1,North Brunswick,NJ,08902,+1 732-545-4499,https://www.walmart.com/store/2003-north-brunswick-nj,Mo-Su 06:00-23:00,supermarket
2179474462,node,Walmart,Walmart Pharmacy,40.6585856,-95.8563965,South 11th Street,,,68401,,https://www.walmart.com/store/4209-nebraska-city-ne/pharmacy,,
2189955710,node,Walmart,Walmart Neighborhood Market,38.8075717,-104.7583915,South Academy Boulevard,Colorado Springs,CO,80910,+1-719-244-9294,https://www.walmart.com/store/3082-colorado-springs-co,Mo-Su 05:00-24:00,supermarket
2191591465,node,Walmart,Walmart,41.2013426,-73.1186671,Barnum Avenue Cutoff,Stratford,CT,06614,+1 203-502-7631,https://www.walmart.com/store/2585-stratford-ct,Mo-Su 07:00-22:00,department_store
2193474553,node,Walmart,Walmart Pharmacy,37.8489138,-85.9424286,,,,,,https://www.walmart.com/store/1165-radcliff-ky/pharmacy,,
2244172931,node,Walmart,Walmart Pharmacy,39.1558874,-78.1716492,,,,,,https://www.walmart.com/store/1406-winchester-va/pharmacy,,
2251834728,node,Walmart,Walmart Garden Center,38.6966753,-77.7891999,,,,,,,,garden_centre
2251834761,node,Walmart,Walmart Pharmacy,38.6968595,-77.7898543,,,,,,https://www.walmart.com/store/2437-warrenton-va/pharmacy,,
2253094777,node,Walmart,Walmart Neighborhood Market,33.5391322,-112.218867,West Glendale Avenue,Glendale,AZ,85303,+1 623-915-2632,https://www.walmart.com/store/3314-glendale-az,Mo-Su 06:00-24:00,supermarket
2253094782,node,Walmart,Walmart Pharmacy,33.5391652,-112.219173,West Glendale Avenue,Glendale,AZ,85303,,https://www.walmart.com/store/3314-glendale-az/pharmacy,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 10:00-18:00,
2256857231,node,Walmart,Walmart Pharmacy,33.5098106,-112.2667633,North 95th Avenue,Glendale,AZ,85305,+1-623-872-0058,https://www.walmart.com/store/3465-glendale-az/pharmacy,Mo-Sa 09:00-19:00; Su 10:00-18:00,
2295038105,node,Walmart,Walmart Pharmacy,34.7474148,-87.6732178,Avalon Avenue,Muscle Shoals,AL,35661,+1-256-381-0987,https://www.walmart.com/store/660-muscle-shoals-al/pharmacy,,
2295281773,node,Walmart,Walmart Supercenter,38.6683603,-121.1675262,Riley Street,Folsom,CA,95630,+1 916-983-1090,https://www.walmart.com/store/1760-folsom-ca,24/7,supermarket
2295366635,node,Walmart,Walmart Garden Center,39.4053689,-104.861013,,,,,,,,garden_centre
2295366916,node,Walmart,Walmart Pharmacy,39.4058684,-104.8609089,,,,,,https://www.walmart.com/store/984-castle-rock-co/pharmacy,,
2295366944,node,Walmart,Walmart Tire & Lube,39.4055658,-104.8603215,,,,,,,,car_repair
2303158985,node,Walmart,Walmart,44.0695365,-79.4305379,Davis Drive,,,,,https://www.walmart.ca/en/stores-near-me/newmarket-east-1161,,department_store
2327776468,node,Walmart,Walmart,48.4030349,-71.0571407,Boulevard Talbot,Saguenay,,G7H 5N6,,https://www.walmart.ca/en/stores-near-me/chicoutimi-quebec-3017,Mo-Fr 08:00-21:00; Sa-Su 08:00-17:00,department_store
2330009362,node,Walmart,Walmart Auto Care Center,39.5628962,-104.9099703,,,,,+1-303-683-3652,https://www.walmart.com/store/1252-highlands-ranch-co/auto-care-center,Mo-Su 07:00-19:00,car_repair
2330009382,node,Walmart,Walmart Pharmacy,39.56283,-104.9110594,,,,,+1-303-683-4179,https://www.walmart.com/store/1252-highlands-ranch-co/pharmacy,"Mo-Sa 09:00-13:30,14:00-19:00; Su 10:00-13:30,14:00-18:00",
2333126254,node,Walmart,Walmart Pharmacy,40.6874866,-80.1050622,,,,,+1 724 772 4553,https://www.walmart.com/store/1770-cranberry-township-pa/pharmacy,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 10:00-18:00,
2350192786,node,Walmart,Walmart Pharmacy,39.5384128,-82.4375009,,,,,,https://www.walmart.com/store/3282-logan-oh/pharmacy,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 10:00-18:00,
2365226917,node,Walmart,Walmart Pharmacy,37.7478955,-88.9719594,,,,,,https://www.walmart.com/store/216-marion-il/pharmacy,,
2384940495,node,Walmart,Walmart Garden Center,38.739912,-104.735779,,,,,,,,garden_centre
2384940546,node,Walmart,Walmart Pharmacy,38.7399288,-104.736426,,,,,,https://www.walmart.com/store/1273-fountain-co/pharmacy,,
2386635262,node,Walmart,Walmart,40.9927509,-74.3120223,State Route 23,Riverdale,NJ,07457,+1 973-835-5812,https://www.walmart.com/store/3443-riverdale-nj,Mo-Su 07:00-24:00,department_store
2387947815,node,Walmart,Walmart Pharmacy,35.8183971,-78.8448905,,,,,,https://www.walmart.com/store/4147-morrisville-nc/pharmacy,Mo-Sa 09:00-19:00; Su 10:00-18:00,
2392134329,node,Walmart,Walmart Neighborhood Market,47.6087019,-122.1396314,Main Street,Bellevue,WA,98007,+1-425-643-9054,https://www.walmart.com/store/3098-bellevue-wa,Mo-Su 06:00-24:00,supermarket
2428831260,node,Walmart,Walmart,46.872382,-71.2047469,,,,,,https://www.walmart.ca/en/stores-near-me/beauport-qc-3646,,department_store
2429628717,node,Walmart,Walmart Supercenter,38.9295775,-77.2452367,Cornerside Boulevard,Vienna,VA,22182,+1 571-623-3300,https://www.walmart.com/store/5936-vienna-va,24/7,supermarket
2439704222,node,Walmart,Walmart Pharmacy,36.8694895,-88.3609886,,,,,,https://www.walmart.com/store/143-benton-ky/pharmacy,,
2463055345,node,Walmart,Walmart Supercenter,39.9778893,-76.6715255,East Market Street,York,PA,17402,+1 717-755-1600,https://www.walmart.com/store/1529-york-pa,24/7,supermarket
2475747876,node,Walmart,Walmart,39.3995458,-79.0099951,,,,,,https://www.walmart.com/store/2474/keyser-wv,,
2500079384,node,Walmart,Walmart Supercenter,35.781341,-81.394266,Hickory Boulevard,Granite Falls,NC,28630,+1 828-396-3170,https://www.walmart.com/store/4410-granite-falls-nc,24/7,supermarket
2504681703,node,Walmart,Walmart Pharmacy,44.3140004,-96.7654778,,,,,,https://www.walmart.com/store/1538-brookings-sd/pharmacy,,
2509949482,node,Walmart,Walmart Neighborhood Market,35.1094328,-106.517665,Menaul Boulevard Northeast,Albuquerque,NM,87112,+1 505-200-3435,https://www.walmart.com/store/5675-albuquerque-nm,Mo-Su 06:00-24:00,supermarket
2521239888,node,Walmart,Walmart Vision Center,40.1468764,-88.2554047,North Prospect Avenue,Champaign,IL,61822,+1-217-352-1812,https://www.walmart.com/store/1734-champaign-il/vision-center,Mo-Fr 09:00-19:00; Sa 09:00-18:00; Su 12:00-17:00,optician
2521239912,node,Walmart,Walmart Pharmacy,40.1465469,-88.2552746,North Prospect Avenue,Champaign,IL,61822,+1-217-352-1490,https://www.walmart.com/store/1734-champaign-il/pharmacy,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 10:00-18:00,
2533108487,node,Walmart,Walmart Neighborhood Market,35.104694,-106.592207,Cutler Avenue Northeast,Albuquerque,NM,87110,+1 505-346-0702,https://www.walmart.com/store/2451-albuquerque-nm,Mo-Su 06:00-24:00,supermarket
2560842409,node,Walmart,Walmart Garden Center,45.4564834,-98.4375904,,,,,,,,garden_centre
2560842466,node,Walmart,Walmart Pharmacy,45.4564535,-98.4355828,,,,,,https://www.walmart.com/store/1520-aberdeen-sd/pharmacy,,
2566718398,node,Walmart,Walmart Pharmacy,39.7676888,-76.6680187,Shrewsbury Commons Avenue,Shrewsbury,,17361,,https://www.walmart.com/store/2519-shrewsbury-pa/pharmacy,,
2577914276,node,Walmart,Walmart Garden Center,33.5515734,-112.180873,West Northern Avenue,Glendale,AZ,85301,+1 623-934-6920,,,garden_centre
2592234966,node,Walmart,Walmart,33.8278373,-118.353416,Hawthorne Boulevard,Torrance,CA,90503,+1 310-750-0179,https://www.walmart.com/store/5874-torrance-ca,Mo-Sa 07:00-22:00; Su 08:00-21:00,department_store
2597799701,node,Walmart,Walmart Supercentre,43.3719392,-80.9496282,,,,,,https://www.walmart.ca/en/stores-near-me/stratford-1125,,supermarket
2605748987,node,Walmart,Walmart Pharmacy,44.0977538,-103.1985321,,,,,,https://www.walmart.com/store/1604-rapid-city-sd/pharmacy,Mo-Sa 09:00-19:00; Su 10:00-18:00,
2607641464,node,Walmart,Walmart Auto,33.5509933,-112.1808965,West Northern Avenue,Glendale,AZ,85301,,,,car_repair
2629436359,node,Walmart,Walmart Pharmacy,36.7000215,-93.3720602,,,,,,https://www.walmart.com/store/2175-branson-west-mo/pharmacy,,
2638931038,node,Walmart,Walmart,45.8946448,-72.5236189,Boulevard René-Lévesque,Drummondville,,,,https://www.walmart.ca/en/stores-near-me/drummondville-quebec-3023,,department_store
2653323103,node,Walmart,Walmart Neighborhood Market,36.807126,-119.680832,Shaw Avenue,Clovis,CA,93611,+1 559-862-2718,https://www.walmart.com/store/5633-clovis-ca,Mo-Su 06:00-24:00,supermarket
2657778129,node,Walmart,Walmart Supercenter,28.1425609,-81.4480231,Cypress Parkway,Kissimmee,FL,34759,+1 407-870-1903,https://www.walmart.com/store/5250-kissimmee-fl,24/7,supermarket
2689661976,node,Walmart,Walmart Garden Center,33.3914133,-112.136536,South 35th Avenue,Phoenix,AZ,85041,,,,garden_centre
2697110860,node,Walmart,Walmart Garden Center,36.6709858,-93.2298447,Branson Hills Parkway,,,65616,+1 417-334-2137,,,garden_centre
2697110971,node,Walmart,Walmart Pharmacy,36.6695299,-93.2292956,Branson Hills Parkway,,,65616,+1 417-334-2804,https://www.walmart.com/store/4381-branson-mo/pharmacy,,
2700999307,node,Walmart,Walmart Pharmacy,36.6392591,-93.2593396,W 76 Country Blvd,,,65616,+1 417-334-7181,https://www.walmart.com/store/32-branson-mo/pharmacy,,
2703705253,node,Walmart,Walmart Pharmacy,37.1436614,-93.2584285,,,,,,https://www.walmart.com/store/2221-springfield-mo/pharmacy,,
2703705323,node,Walmart,Walmart Garden Center,37.14375,-93.2574239,,,,,,,,garden_centre
2720592403,node,Walmart,Walmart Garden Center,37.1285751,-93.4589324,,,,,+1 417-732-1473,,,garden_centre
