osm_id,brand,name,lat,lon,state,year,acsi_firm_score,store_satisfaction_proxy
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2018,71,72.8
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2019,71,73.1
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2020,72,74.4
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2021,73,72.0
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2022,72,70.6
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2023,73,75.6
506856062,Walmart,Walmart Neighborhood Market,33.27952,-86.8512003,AL,2024,72,71.4
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2018,71,67.2
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2019,71,67.6
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2020,72,69.2
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2021,73,74.5
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2022,72,72.4
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2023,73,75.1
535070354,Walmart,Walmart Supercentre,46.3241616,-72.5655232,,2024,72,70.7
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2018,71,71.5
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2019,71,72.9
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2020,72,71.1
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2021,73,74.4
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2022,72,70.0
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2023,73,71.9
560508518,Walmart,Walmart Pharmacy,40.417078,-111.7708404,,2024,72,70.9
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2018,71,67.4
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2019,71,72.5
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2020,72,70.6
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2021,73,73.0
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2022,72,73.4
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2023,73,74.3
572459077,Walmart,Walmart Supercenter,33.0352813,-80.1535747,SC,2024,72,74.0
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2018,71,70.7
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2019,71,69.7
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2020,72,71.8
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2021,73,67.9
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2022,72,67.7
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2023,73,69.0
596016608,Walmart,Walmart,32.8423055,-116.990308,CA,2024,72,69.0
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2018,71,72.2
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2019,71,68.3
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2020,72,70.9
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2021,73,76.9
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2022,72,70.9
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2023,73,75.2
602351016,Walmart,Walmart Pharmacy,33.8243846,-84.126045,,2024,72,69.2
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2018,71,70.4
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2019,71,68.1
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2020,72,71.0
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2021,73,75.5
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2022,72,66.8
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2023,73,74.3
608095019,Walmart,Walmart Pharmacy,30.6885963,-91.4649259,,2024,72,72.7
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2018,71,69.2
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2019,71,66.7
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2020,72,72.2
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2021,73,71.4
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2022,72,72.7
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2023,73,73.1
650857766,Walmart,Walmart Pharmacy,39.2910866,-86.7841933,IN,2024,72,76.8
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2018,71,70.3
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2019,71,67.9
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2020,72,72.5
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2021,73,73.7
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2022,72,76.1
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2023,73,75.5
652858572,Walmart,Walmart Pharmacy,41.9470317,-91.7179948,IA,2024,72,73.1
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2018,71,75.4
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2019,71,67.4
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2020,72,70.1
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2021,73,70.2
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2022,72,70.8
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2023,73,68.9
700913513,Walmart,Walmart Neighborhood Market,28.5370595,-81.1489443,FL,2024,72,73.9
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2018,71,70.3
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2019,71,66.6
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2020,72,69.0
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2021,73,73.9
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2022,72,74.5
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2023,73,79.0
724280627,Walmart,Walmart Pharmacy,44.3245136,-78.3337556,,2024,72,80.7
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2018,71,72.2
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2019,71,68.0
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2020,72,65.6
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2021,73,73.8
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2022,72,69.6
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2023,73,71.8
728118547,Walmart,Walmart Pharmacy,34.8843431,-116.9925209,,2024,72,70.2
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2018,71,70.6
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2019,71,74.2
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2020,72,72.5
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2021,73,72.5
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2022,72,68.9
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2023,73,68.0
738078796,Walmart,Walmart Pharmacy,37.9376744,-91.7789556,MO,2024,72,70.5
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2018,71,70.8
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2019,71,76.3
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2020,72,72.4
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2021,73,75.9
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2022,72,70.5
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2023,73,69.4
761545749,Walmart,Walmart Pharmacy,41.7889895,-86.2466125,,2024,72,69.1
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2018,71,68.8
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2019,71,77.4
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2020,72,69.5
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2021,73,75.5
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2022,72,69.3
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2023,73,75.8
761667271,Walmart,Walmart Neighborhood Market,36.042185,-86.745587,TN,2024,72,73.2
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2018,71,70.5
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2019,71,70.9
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2020,72,70.0
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2021,73,74.3
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2022,72,70.6
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2023,73,69.3
809086703,Walmart,Walmart Pharmacy,32.3437146,-111.015811,,2024,72,68.2
824070005,Walmart,Walmart,49.2519216,-122.896014,,2018,71,71.5
824070005,Walmart,Walmart,49.2519216,-122.896014,,2019,71,75.7
824070005,Walmart,Walmart,49.2519216,-122.896014,,2020,72,72.5
824070005,Walmart,Walmart,49.2519216,-122.896014,,2021,73,72.6
824070005,Walmart,Walmart,49.2519216,-122.896014,,2022,72,72.9
824070005,Walmart,Walmart,49.2519216,-122.896014,,2023,73,76.9
824070005,Walmart,Walmart,49.2519216,-122.896014,,2024,72,72.7
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2018,71,69.8
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2019,71,74.3
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2020,72,73.3
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2021,73,77.6
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2022,72,72.5
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2023,73,69.3
878235907,Walmart,Walmart Pharmacy,40.4575169,-86.9322367,,2024,72,67.9
890760435,Walmart,Walmart,25.7010305,-100.308032,,2018,71,76.0
890760435,Walmart,Walmart,25.7010305,-100.308032,,2019,71,76.2
890760435,Walmart,Walmart,25.7010305,-100.308032,,2020,72,71.5
890760435,Walmart,Walmart,25.7010305,-100.308032,,2021,73,71.9
890760435,Walmart,Walmart,25.7010305,-100.308032,,2022,72,76.4
890760435,Walmart,Walmart,25.7010305,-100.308032,,2023,73,69.7
890760435,Walmart,Walmart,25.7010305,-100.308032,,2024,72,69.3
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2018,71,72.9
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2019,71,69.8
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2020,72,72.0
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2021,73,72.5
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2022,72,73.0
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2023,73,77.2
895757691,Walmart,Walmart Supercenter,28.0682195,-82.4282157,FL,2024,72,72.3
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2018,71,72.9
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2019,71,64.8
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2020,72,71.9
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2021,73,70.5
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2022,72,68.3
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2023,73,70.4
902323371,Walmart,Walmart Supercenter,27.8943821,-97.305533,TX,2024,72,71.0
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2018,71,73.7
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2019,71,67.0
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2020,72,72.1
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2021,73,71.5
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2022,72,71.0
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2023,73,76.0
917840482,Walmart,Walmart Pharmacy,37.3256178,-79.4971636,,2024,72,73.6
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2018,71,75.0
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2019,71,70.5
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2020,72,69.9
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2021,73,72.3
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2022,72,72.7
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2023,73,73.5
923907406,Walmart,Walmart,28.5049889,-81.3127831,FL,2024,72,68.7
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2018,71,71.3
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2019,71,71.7
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2020,72,79.6
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2021,73,78.6
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2022,72,69.4
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2023,73,72.1
923988599,Walmart,Walmart Supercenter,28.4476066,-81.4245731,FL,2024,72,67.6
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2018,71,69.2
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2019,71,71.9
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2020,72,75.6
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2021,73,70.8
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2022,72,70.0
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2023,73,66.6
928693137,Walmart,Walmart Supercenter,33.9371231,-117.4553945,CA,2024,72,71.5
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2018,71,67.8
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2019,71,69.4
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2020,72,69.4
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2021,73,72.7
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2022,72,66.7
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2023,73,68.6
942330578,Walmart,Walmart Neighborhood Market,28.5499152,-81.4907984,FL,2024,72,78.4
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2018,71,67.1
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2019,71,67.7
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2020,72,77.5
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2021,73,81.7
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2022,72,68.5
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2023,73,71.9
942330597,Walmart,Walmart Supercenter,28.4738291,-81.2869368,FL,2024,72,73.0
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2018,71,76.2
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2019,71,68.0
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2020,72,71.3
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2021,73,75.3
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2022,72,73.3
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2023,73,71.9
942330606,Walmart,Walmart Neighborhood Market,28.6125197,-81.454323,FL,2024,72,71.6
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2018,71,66.9
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2019,71,70.3
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2020,72,71.2
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2021,73,73.7
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2022,72,70.3
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2023,73,74.4
942330624,Walmart,Walmart Neighborhood Market,28.6486137,-81.2781806,FL,2024,72,75.0
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2018,71,71.5
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2019,71,72.1
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2020,72,72.2
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2021,73,73.0
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2022,72,69.8
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2023,73,73.9
975949652,Walmart,Walmart Pharmacy,39.1417018,-86.5805597,,2024,72,71.7
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2018,71,77.3
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2019,71,75.7
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2020,72,73.2
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2021,73,70.7
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2022,72,68.7
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2023,73,76.6
976688098,Walmart,Walmart Pharmacy,40.3892234,-111.9196975,,2024,72,72.8
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2018,71,72.4
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2019,71,65.8
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2020,72,74.8
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2021,73,74.4
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2022,72,68.7
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2023,73,71.6
990538224,Walmart,Walmart Pharmacy,38.3580137,-120.805848,,2024,72,72.8
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2018,71,71.2
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2019,71,70.1
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2020,72,71.7
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2021,73,72.2
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2022,72,72.5
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2023,73,77.4
1060171071,Walmart,Walmart Garden Center,42.9823556,-78.6943386,,2024,72,64.3
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2018,71,70.3
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2019,71,71.5
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2020,72,72.9
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2021,73,71.9
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2022,72,66.7
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2023,73,74.0
1071334578,Walmart,Walmart Pharmacy,37.604394,-122.0670694,,2024,72,77.2
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2018,71,66.4
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2019,71,73.6
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2020,72,71.0
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2021,73,72.8
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2022,72,68.8
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2023,73,72.0
1119607136,Walmart,Walmart Pharmacy,43.1365942,-115.6676388,,2024,72,75.9
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2018,71,72.7
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2019,71,76.2
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2020,72,75.5
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2021,73,74.3
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2022,72,77.2
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2023,73,74.3
1145036513,Walmart,Walmart Garden Center,36.0659123,-95.8831862,,2024,72,74.5
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2018,71,70.1
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2019,71,71.2
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2020,72,69.9
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2021,73,76.0
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2022,72,68.5
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2023,73,75.3
1196594073,Walmart,Walmart Neighborhood Market,36.2955619,-94.185901,AR,2024,72,71.4
